company_name,company_ticker,entity_name,company_cik,2022,2021,2020
CACI INC CL A,CACI,CACI INTERNATIONAL INC /DE/ (CACI),0000016058,https://www.sec.gov/Archives/edgar/data/16058/000156459022029077/caci-10k_20220630.htm,https://www.sec.gov/Archives/edgar/data/16058/000156459021044839/caci-10k_20210630.htm,https://www.sec.gov/Archives/edgar/data/16058/000156459020040205/caci-10k_20200630.htm
CACTUS CLASS A,WHD,"Cactus, Inc. (WHD)",0001699136,https://www.sec.gov/Archives/edgar/data/1699136/000169913622000011/whd-20211231.htm,https://www.sec.gov/Archives/edgar/data/1699136/000169913621000033/whd-20201231.htm,https://www.sec.gov/Archives/edgar/data/1699136/000155837020001806/whd-20191231x10k.htm
CADENCE BANK,CADE,"Cadence Bank (CADE, CADE-PA)",0001299939,,,
CADENCE DESIGN SYSTEMS,CDNS,CADENCE DESIGN SYSTEMS INC (CDNS),0000813672,https://www.sec.gov/Archives/edgar/data/813672/000081367222000012/cdns-20220101.htm,https://www.sec.gov/Archives/edgar/data/813672/000081367221000009/cdns-20210102.htm,https://www.sec.gov/Archives/edgar/data/813672/000081367220000007/cdns1228201910-k.htm
CADRE HOLDINGS,CDRE,"Cadre Holdings, Inc. (CDRE)",0001860543,https://www.sec.gov/Archives/edgar/data/1860543/000155837022003423/cdre-20211231x10k.htm,,
CAESARS ENTERTAINMENT INC,CZR,"Caesars Entertainment, Inc. (CZR)",0001590895,https://www.sec.gov/Archives/edgar/data/1590895/000159089522000061/czr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1590895/000159089521000085/czr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1590895/000156459020007599/eri-10k_20191231.htm
CAESARSTONE LTD,CSTE,Caesarstone Ltd. (CSTE),0001504379,,,
CAL-MAINE FOODS,CALM,CAL-MAINE FOODS INC (CALM),0000016160,https://www.sec.gov/Archives/edgar/data/16160/000156276222000297/calm-20210529_10K.htm,https://www.sec.gov/Archives/edgar/data/16160/000156276221000265/calm-20210529_10K.htm,https://www.sec.gov/Archives/edgar/data/16160/000001616020000078/calm-20200530.htm
CALAVO GROWERS INC,CVGW,CALAVO GROWERS INC (CVGW),0001133470,https://www.sec.gov/Archives/edgar/data/1133470/000155837022018841/cvgw-20221031x10k.htm,https://www.sec.gov/Archives/edgar/data/1133470/000155837021016971/cvgw-20211031x10k.htm,https://www.sec.gov/Archives/edgar/data/1133470/000155837020003374/cvgw-20191031x10ka5e856.htm
CALERES,CAL,CALERES INC (CAL),0000014707,https://www.sec.gov/Archives/edgar/data/14707/000001470722000019/cal-20220129x10k.htm,https://www.sec.gov/Archives/edgar/data/14707/000001470721000010/cal-20210130x10k.htm,https://www.sec.gov/Archives/edgar/data/14707/000143774920006641/cal20200201_10k.htm
CALIFORNIA RESOURCES,CRC,"California Resources Corp (CRC, CRCQW)",0001609253,https://www.sec.gov/Archives/edgar/data/1609253/000160925322000010/crc-20211231.htm,https://www.sec.gov/Archives/edgar/data/1609253/000160925321000047/crc-20201231.htm,https://www.sec.gov/Archives/edgar/data/1609253/000160925320000066/a2019ye10-kdocument.htm
CALIFORNIA WATER SERVICE GROUP,CWT,CALIFORNIA WATER SERVICE GROUP (CWT),0001035201,https://www.sec.gov/Archives/edgar/data/1035201/000103520122000002/cwt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1035201/000103520121000003/cwt-20201231.htm,https://www.sec.gov/Archives/edgar/data/1035201/000103520120000002/cwt-12312019x10k.htm
CALIX NETWORKS,CALX,"CALIX, INC (CALX)",0001406666,https://www.sec.gov/Archives/edgar/data/1406666/000162828022003338/calx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1406666/000140666621000029/calx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1406666/000140666620000018/a2019form10-k.htm
CALLAWAY GOLF,ELY,,,,,
CALLON PETROLEUM,CPE,Callon Petroleum Co (CPE),0000928022,https://www.sec.gov/Archives/edgar/data/928022/000092802222000027/cpe-20211231.htm,https://www.sec.gov/Archives/edgar/data/928022/000092802221000021/cpe-20201231.htm,https://www.sec.gov/Archives/edgar/data/928022/000092802220000031/a4q19form10k.htm
CAMBIUM NETWORKS,CMBM,Cambium Networks Corp (CMBM),0001738177,https://www.sec.gov/Archives/edgar/data/1738177/000095017022001957/cmbm-20211231.htm,https://www.sec.gov/Archives/edgar/data/1738177/000156459021009841/cmbm-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1738177/000156459020012247/cmbm-10k_20191231.htm
CAMBRIDGE BANCORP,CATC,CAMBRIDGE BANCORP (CATC),0000711772,https://www.sec.gov/Archives/edgar/data/711772/000095017022003598/catc-20211231.htm,https://www.sec.gov/Archives/edgar/data/711772/000156459021013211/catc-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/711772/000156459020011230/catc-10k_20191231.htm
CAMDEN NATIONAL,CAC,CAMDEN NATIONAL CORP (CAC),0000750686,https://www.sec.gov/Archives/edgar/data/750686/000075068622000034/cac-20211231.htm,https://www.sec.gov/Archives/edgar/data/750686/000075068621000026/cac-20201231.htm,https://www.sec.gov/Archives/edgar/data/750686/000075068620000044/cac-20191231x10k.htm
CAMDEN PROPERTY,CPT,CAMDEN PROPERTY TRUST (CPT),0000906345,https://www.sec.gov/Archives/edgar/data/906345/000090634522000009/cpt-20211231.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634521000010/cpt-20201231.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634520000008/cpt1231201910k.htm
CAMPBELL SOUP,CPB,CAMPBELL SOUP CO (CPB),0000016732,https://www.sec.gov/Archives/edgar/data/16732/000001673222000093/cpb-20220731.htm,https://www.sec.gov/Archives/edgar/data/16732/000001673221000103/cpb-20210801.htm,https://www.sec.gov/Archives/edgar/data/16732/000001673220000111/cpb-20200802.htm
CAMPING WORLD HOLDINGS,CWH,"Camping World Holdings, Inc. (CWH)",0001669779,https://www.sec.gov/Archives/edgar/data/1669779/000155837022001817/cwh-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1669779/000155837021002004/cwh-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1669779/000155837020001794/cwh-20191231x10k80094a.htm
CANNAE HOLDINGS,CNNE,"Cannae Holdings, Inc. (CNNE)",0001704720,https://www.sec.gov/Archives/edgar/data/1704720/000170472022000020/cnne-20211231.htm,https://www.sec.gov/Archives/edgar/data/1704720/000170472021000024/cnne-20201231.htm,https://www.sec.gov/Archives/edgar/data/1704720/000170472020000017/cnne12311910-k.htm
CANO HEALTH INC (A),CANO,"Cano Health, Inc. (CANO, CANO-WT)",0001800682,https://www.sec.gov/Archives/edgar/data/1800682/000180068222000010/cano-20211231.htm,https://www.sec.gov/Archives/edgar/data/1800682/000119312521097021/d118973d10k.htm,
CANOO INC (A),GOEV,"Canoo Inc. (GOEV, GOEVW)",0001750153,https://www.sec.gov/Archives/edgar/data/1750153/000162828022004514/goev-20211231.htm,https://www.sec.gov/Archives/edgar/data/1750153/000155837021003823/goev-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1750153/000121390020006498/f10k2019_hennessycapital4.htm
CANTALOUPE INC,CTLP,"CANTALOUPE, INC. (CTLP)",0000896429,https://www.sec.gov/Archives/edgar/data/896429/000162828022026591/ctlp-20220630x10k.htm,https://www.sec.gov/Archives/edgar/data/896429/000162828021018059/ctlp-20210630.htm,https://www.sec.gov/Archives/edgar/data/896429/000162828020013493/usat-20200630x10k.htm
CAPITAL BANCORP,CBNK,Capital Bancorp Inc (CBNK),0001419536,https://www.sec.gov/Archives/edgar/data/1419536/000141953622000057/cbnk-20211231.htm,https://www.sec.gov/Archives/edgar/data/1419536/000141953621000058/cbnk-20201231.htm,https://www.sec.gov/Archives/edgar/data/1419536/000141953620000027/cbnk1231201910k.htm
CAPITAL CITY BANK GP,CCBG,CAPITAL CITY BANK GROUP INC (CCBG),0000726601,https://www.sec.gov/Archives/edgar/data/726601/000072660122000005/ccbg20211231.htm,https://www.sec.gov/Archives/edgar/data/726601/000072660121000007/ccbg20201231.htm,https://www.sec.gov/Archives/edgar/data/726601/000072660120000006/ccbg10k2019.htm
CAPITAL ONE FINANCIAL,COF,"CAPITAL ONE FINANCIAL CORP (COF, COF-PN, COF-PL, COF-PK, COF-PJ, COF-PI)",0000927628,https://www.sec.gov/Archives/edgar/data/927628/000092762822000106/cof-20211231.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762821000094/cof-20201231.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762820000102/cof-12312019x10k.htm
CAPITOL FEDERAL FINANCIAL,CFFN,"Capitol Federal Financial, Inc. (CFFN)",0001490906,https://www.sec.gov/Archives/edgar/data/1490906/000149090622000038/cffn-20220930.htm,https://www.sec.gov/Archives/edgar/data/1490906/000149090621000065/cffn-20210930.htm,https://www.sec.gov/Archives/edgar/data/1490906/000149090620000078/cffn-20200930.htm
CAPRI HOLDINGS LIMITED,CPRI,Capri Holdings Ltd (CPRI),0001530721,https://www.sec.gov/Archives/edgar/data/1530721/000153072122000054/cpri-20220402.htm,https://www.sec.gov/Archives/edgar/data/1530721/000153072121000057/cpri-20210327.htm,https://www.sec.gov/Archives/edgar/data/1530721/000153072120000062/cpri-20200328.htm
CAPSTAR FINANCIAL HOLDINGS,CSTR,"CapStar Financial Holdings, Inc. (CSTR)",0001676479,https://www.sec.gov/Archives/edgar/data/1676479/000095017022002932/cstr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1676479/000156459021011263/cstr-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1676479/000156459020009044/cstr-10k_20191231.htm
CARA THERAPEUTICS,CARA,"Cara Therapeutics, Inc. (CARA)",0001346830,https://www.sec.gov/Archives/edgar/data/1346830/000155837022002555/cara-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1346830/000155837021001839/cara-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1346830/000155837020001659/cara-20191231x10k.htm
CARDINAL HEALTH,CAH,CARDINAL HEALTH INC (CAH),0000721371,https://www.sec.gov/Archives/edgar/data/721371/000072137122000058/cah-20220630.htm,https://www.sec.gov/Archives/edgar/data/721371/000072137121000080/cah-20210630.htm,https://www.sec.gov/Archives/edgar/data/721371/000072137120000089/a20q410k063020form10-k.htm
CARDIOVASCULAR SYSTEMS INC,CSII,Cardiovascular Systems Inc (CSII),0001180145,https://www.sec.gov/Archives/edgar/data/1180145/000118014522000038/csii-20220630.htm,https://www.sec.gov/Archives/edgar/data/1180145/000118014521000032/csii-20210630.htm,https://www.sec.gov/Archives/edgar/data/1180145/000118014520000042/csii-20200630.htm
CARDLYTICS,CDLX,"Cardlytics, Inc. (CDLX)",0001666071,https://www.sec.gov/Archives/edgar/data/1666071/000166607122000022/cdlx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1666071/000166607121000029/cdlx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1666071/000166607120000054/cdlxform10-k2019.htm
CAREDX INC,CDNA,"CareDx, Inc. (CDNA)",0001217234,https://www.sec.gov/Archives/edgar/data/1217234/000121723422000056/cdna-20211231.htm,https://www.sec.gov/Archives/edgar/data/1217234/000121723421000046/cdna-20201231.htm,https://www.sec.gov/Archives/edgar/data/1217234/000121723420000033/cdna-20191231.htm
CAREMAX INC (A),CMAX,"CareMax, Inc. (CMAX, CMAXW)",0001813914,https://www.sec.gov/Archives/edgar/data/1813914/000095017022003946/cmax-20211231.htm,https://www.sec.gov/Archives/edgar/data/1813914/000110465921031739/tm2039179d1_10k.htm,
CARETRUST REIT,CTRE,"CareTrust REIT, Inc. (CTRE)",0001590717,https://www.sec.gov/Archives/edgar/data/1590717/000162828022002842/ctre-20211231.htm,https://www.sec.gov/Archives/edgar/data/1590717/000162828021001797/ctre-20201231.htm,https://www.sec.gov/Archives/edgar/data/1590717/000162828020001900/ctre2019123110kq4.htm
CARGURUS CLASS A,CARG,"CarGurus, Inc. (CARG)",0001494259,https://www.sec.gov/Archives/edgar/data/1494259/000095017022002023/carg-20211231.htm,https://www.sec.gov/Archives/edgar/data/1494259/000156459021005612/carg-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1494259/000156459020004805/carg-10k_20191231.htm
CARIBOU BIOSCIENCES,CRBU,"Caribou Biosciences, Inc. (CRBU)",0001619856,https://www.sec.gov/Archives/edgar/data/1619856/000095017022004233/crbu-20211231.htm,,
CARLISLE COS INC,CSL,CARLISLE COMPANIES INC (CSL),0000790051,https://www.sec.gov/Archives/edgar/data/790051/000079005122000061/csl-20211231.htm,https://www.sec.gov/Archives/edgar/data/790051/000079005121000080/csl-20201231.htm,https://www.sec.gov/Archives/edgar/data/790051/000079005120000071/csl-20191231.htm
CARLYLE GROUP INC,CG,"Carlyle Group Inc. (CG, CGABL)",0001527166,https://www.sec.gov/Archives/edgar/data/1527166/000152716622000007/cg-20211231.htm,https://www.sec.gov/Archives/edgar/data/1527166/000152716621000010/cg-20201231.htm,https://www.sec.gov/Archives/edgar/data/1527166/000152716620000006/cg2019123110-k.htm
CARMAX INC,KMX,CARMAX INC (KMX),0001170010,https://www.sec.gov/Archives/edgar/data/1170010/000117001022000017/kmx-20220228.htm,https://www.sec.gov/Archives/edgar/data/1170010/000117001021000053/kmx-20210228.htm,https://www.sec.gov/Archives/edgar/data/1170010/000117001020000033/kmxfy2010-k.htm
CARNIVAL CORP A,CCL,CARNIVAL CORP (CCL),0000815097,https://www.sec.gov/Archives/edgar/data/1125259/000081509722000009/ccl-20211130.htm,https://www.sec.gov/Archives/edgar/data/1125259/000081509721000027/ccl-20201130.htm,https://www.sec.gov/Archives/edgar/data/1125259/000081509720000003/a2019form10-kfrontpart.htm
CARPARTS COM,PRTS,"CarParts.com, Inc. (PRTS)",0001378950,https://www.sec.gov/Archives/edgar/data/1378950/000137895022000014/prts-20220101x10k.htm,https://www.sec.gov/Archives/edgar/data/1378950/000155837021003023/prts-20210102x10k.htm,https://www.sec.gov/Archives/edgar/data/1378950/000155837020002264/prts-20191228x10k.htm
CARPENTER TECH,CRS,CARPENTER TECHNOLOGY CORP (CRS),0000017843,https://www.sec.gov/Archives/edgar/data/17843/000001784322000019/crs-20220630.htm,https://www.sec.gov/Archives/edgar/data/17843/000001784321000030/crs-20210630.htm,https://www.sec.gov/Archives/edgar/data/17843/000001784320000071/crs630202010k.htm
CARRIAGE SVCS,CSV,CARRIAGE SERVICES INC (CSV),0001016281,https://www.sec.gov/Archives/edgar/data/1016281/000101628122000046/csv-20211231.htm,https://www.sec.gov/Archives/edgar/data/1016281/000101628121000071/csv-20201231.htm,https://www.sec.gov/Archives/edgar/data/1016281/000101628120000035/csv-20191231x10k.htm
CARRIER GLOBAL,CARR,CARRIER GLOBAL Corp (CARR),0001783180,https://www.sec.gov/Archives/edgar/data/1783180/000178318022000010/carr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1783180/000178318021000011/carr-20201231.htm,
CARS.COM,CARS,Cars.com Inc. (CARS),0001683606,https://www.sec.gov/Archives/edgar/data/1683606/000095017022002101/cars-20211231.htm,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/cars-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/cars-10k_20191231.htm
CARTER BANKSHARES INC,CARE,"Carter Bankshares, Inc. (CARE)",0001829576,https://www.sec.gov/Archives/edgar/data/1829576/000182957622000013/care-20211231.htm,https://www.sec.gov/Archives/edgar/data/1829576/000110465921035311/tm214043d1_10k.htm,
CARTERS,CRI,CARTERS INC (CRI),0001060822,https://www.sec.gov/Archives/edgar/data/1060822/000106082222000096/cri-20220101.htm,https://www.sec.gov/Archives/edgar/data/1060822/000106082221000006/cri-20210102.htm,https://www.sec.gov/Archives/edgar/data/1060822/000106082220000004/a10k-crix20191228.htm
CARVANA,CVNA,CARVANA CO. (CVNA),0001690820,https://www.sec.gov/Archives/edgar/data/1690820/000169082022000080/cvna-20211231.htm,https://www.sec.gov/Archives/edgar/data/1690820/000169082021000069/cvna-20201231.htm,https://www.sec.gov/Archives/edgar/data/1690820/000169082020000052/cvna-20191231.htm
CASA SYSTEMS,CASA,Casa Systems Inc (CASA),0001333835,https://www.sec.gov/Archives/edgar/data/1333835/000156459022007157/casa-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1333835/000156459021008842/casa-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1333835/000156459020007381/casa-10k_20191231.htm
CASELLA WASTE,CWST,CASELLA WASTE SYSTEMS INC (CWST),0000911177,https://www.sec.gov/Archives/edgar/data/911177/000091117722000009/cwst-20211231.htm,https://www.sec.gov/Archives/edgar/data/911177/000091117721000009/cwst-20201231.htm,https://www.sec.gov/Archives/edgar/data/911177/000091117720000010/cwst-20191231.htm
CASEYS GENERAL STORES,CASY,CASEYS GENERAL STORES INC (CASY),0000726958,https://www.sec.gov/Archives/edgar/data/726958/000072695822000065/casy-20220430.htm,https://www.sec.gov/Archives/edgar/data/726958/000072695821000078/casy-20210430.htm,https://www.sec.gov/Archives/edgar/data/726958/000072695820000085/casy-2020430x10k.htm
CASS INFORMATION SYSTEMS,CASS,CASS INFORMATION SYSTEMS INC (CASS),0000708781,https://www.sec.gov/Archives/edgar/data/708781/000162828022004254/cass-20211231.htm,https://www.sec.gov/Archives/edgar/data/708781/000120677421000530/cass378442410k.htm,https://www.sec.gov/Archives/edgar/data/708781/000120677420000650/cass358904410k.htm
CASSAVA SCIENCES,SAVA,CASSAVA SCIENCES INC (SAVA),0001069530,https://www.sec.gov/Archives/edgar/data/1069530/000106953022000011/sava-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1069530/000106953021000020/sava-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1069530/000106953020000009/sava-20191231x10k.htm
CASTLE BIOSCIENCES,CSTL,CASTLE BIOSCIENCES INC (CSTL),0001447362,https://www.sec.gov/Archives/edgar/data/1447362/000144736222000045/cstl-20211231.htm,https://www.sec.gov/Archives/edgar/data/1447362/000144736221000047/cstl-20201231.htm,https://www.sec.gov/Archives/edgar/data/1447362/000144736220000029/a1231201910-k.htm
CATALENT,CTLT,"Catalent, Inc. (CTLT)",0001596783,https://www.sec.gov/Archives/edgar/data/1596783/000159678322000129/ctlt-20220630.htm,https://www.sec.gov/Archives/edgar/data/1596783/000159678321000110/ctlt-20210630.htm,https://www.sec.gov/Archives/edgar/data/1596783/000159678320000155/ctlt-20200630.htm
CATALYST PHARMACEUTICALS,CPRX,"CATALYST PHARMACEUTICALS, INC. (CPRX)",0001369568,https://www.sec.gov/Archives/edgar/data/1369568/000119312522077228/d159262d10k.htm,https://www.sec.gov/Archives/edgar/data/1369568/000119312521081545/d29693d10k.htm,https://www.sec.gov/Archives/edgar/data/1369568/000119312520075048/d838851d10k.htm
CATCHMARK TIMBER TRUST,CTT,"CatchMark Timber Trust, Inc.",0001341141,https://www.sec.gov/Archives/edgar/data/1341141/000134114122000014/ctt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1341141/000134114121000011/ctt-20201231.htm,https://www.sec.gov/Archives/edgar/data/1341141/000134114120000017/ctt10k2019.htm
CATERPILLAR,CAT,CATERPILLAR INC (CAT),0000018230,https://www.sec.gov/Archives/edgar/data/18230/000001823022000050/cat-20211231.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823021000063/cat-20201231.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823020000056/cat10-k12312019.htm
